,user,location,text
373,LadyOfTheLoch3,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
374,lynnj8110,"England, United Kingdom","RT @MANTWINE2: Doria Ragland needs to sue every one of these malicious liars into bankruptcy, starting with @GBNEWS &amp; Tom Bower. And the on…"
375,Magalette1,Germany,"RT @ArchewellBaby: ""People often speculated that I was clinging to my bachelor life because it was glamorous. Many evenings I'd think if on…"
376,Karenknowsbest,Green Gables,RT @NinaBudini1: #ToxicBritishMedia #Spare #SparebyPrinceHarry
377,KimerikalOne,"California, USA","RT @colbertlateshow: ""Without a doubt, the most dangerous lie that they have told, is that I somehow boasted about the number of people I k…"
378,minxymartin,"Oxford, UK","RT @Chinasa_Beata: Selling 1.4 million copies on it's first day, #SparebyPrinceHarry  makes the biggest sell in first day total of a non-fi…"
379,abgweth,,"RT @char_charmed: So let me get this right, Caroline Flack Ex-Fiance was jailed for harassing Dan Wootton. Yet Dan Wootton has never been h…"
380,TeriK62775060,Southern California. ,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
381,moonwillow313,New York,"RT @scobie: In the UK, books that sell over a million copies are inducted into official book sales recorder @NielsenBook's 21st Century Pla…"
382,Peraspe1960,,"RT @RobertoAvventu2: #Meloni #niccolò #HarryPotter #chiaraferragni #Spare #patriziacavalli #NATO   

American Airlines ha annunciato la chi…"
383,jackiejfrancois,"Baldwin Harbor, NY","RT @BGWritesStuff: A standing ovation and chants of ""Harry, Harry!"" The British royal family REALLY screwed the pooch with this one. It's l…"
384,mayfrayn67,Italy,"RT @AndreaPecchia1: Definitiva

#Spare #principeharry #MeghanMarkle https://t.co/W4ftw2dTzv"
385,jackiejfrancois,"Baldwin Harbor, NY","RT @DJHTEXAS: Prince Harry did it again. The Wall Street Journal  page A10 Thursday,  January  12, 2023. The paper gave him 1/4th of a full…"
386,ClareC71112669,,RT @LizzieITV: The Prince and Princess of Wales are visiting Merseyside to meet those working across healthcare and mental health support s…
387,GiuliaSSambucci,Italia Lazio Roma,New bf #spare https://t.co/fYoDHG17cf
388,AnarchoCymro,"Eryri, Cymru","RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
389,Vegan75213435,Unite,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
390,thewayoftheid,In your liquor cabinet. ,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
391,moonwillow313,New York,RT @scobie: And @PenguinRandom House have just announced that the English language edition of Prince Harry’s #SPARE has now sold more than…
392,BackQe,,RT @WillsWindsor: Gathering around the living room with my staff to discuss #Spare https://t.co/SlLFFseLfk
393,Craziepillz,Switzerland,@TheWantonWench I 👇💵my family👇#spare #PrinceHarry https://t.co/jC7sfWiKSq
394,AishaRaihanna,,"RT @Mu_Ri_Elle: (Video in French, part 2).

""We thought that the numerous leaks in the media would turn people away from #PrinceHarry's mem…"
395,OhaLdn,"West Hollywood, CA",RT @MrMaximilan: @KensingtonRoyal Hi ✌🏾 #Spare 👑 https://t.co/Pbgly0FhsO
396,moonwillow313,New York,"RT @scobie: And there you have it! Spokesperson for @TransworldBooks, a UK division of Penguin Random House, tells me that Prince Harry's #…"
397,chiarapisana8,"Modica, Sicilia","RT @AndreaPecchia1: Definitiva

#Spare #principeharry #MeghanMarkle https://t.co/W4ftw2dTzv"
398,carolynthechef,,RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
399,briannynj,"New York, NY","RT @royal_suitor: “A huge congratulations to #PrinceHarry on the release of his memoir, #Spare. As your team, we are proud to stand beside…"
400,simila_laura,Coín,"RT @sanu_krish: @mrjamesob Articulate agreed, but you would expect so. Better words are self obsessed, media obsessed, defensive and ultra…"
401,TatuTHIRD3,"Manchester, England","RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
402,Karenknowsbest,Green Gables,"RT @Mystictoxinzz: I knew it! I KNEW he wasn't being humble just for the clout.
GD I'm more than excited to pick up my copy of #Spare today…"
403,AishaRaihanna,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
404,Nenneh98603445,,"RT @DaniiZ619: You’ve got a lot of nerve to talk shit about Harry while looking like this, @theroyaleditor. #Spare #SparebyPrinceHarry http…"
405,Ware15Sherry,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
406,timipapi,Nigeria,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
407,2bboop2,,RT @Freedom16356531: #PrinceHarry says this is the other side of the story “My Truth” talking about private details and present them as fac…
408,DobszaiEszter,"Budapest, Magyarország","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
409,lynnj8110,"England, United Kingdom","RT @nomoremonarchs: A TK Maxx spokesman has claimed the store doesn't do ""sales"", so Harry didn't buy clothes during a ""sale"" there. The cl…"
410,dmcf58,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
411,Patrici81460203,,RT @mutalenkonde: Those children's bridesmaids dresses looked beautiful on those little girls #Spare
412,Anastas71068118,,RT @DuchAss0fMSS: 😂😂😂 #Spare #SparebyPrinceHarry #SparePrick #pullmyfinger #fart #PrinceHarryInterview #PrinceHarryExposed #RoyalFamily htt…
413,FinleyDyer9,Chaka Khan,"With the Prince Harry book and all the stories coming out of it, I don’t even know what’s true or not. Him thinking… https://t.co/Dr0V8yLEZj"
414,lynnj8110,"England, United Kingdom",RT @yoon_strawberry: I gained more respect and admiration for Prince Harry after reading #Spare. I have yet to finish the book but so far w…
415,samiam4275,somewhereovertherainbow,RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
416,SansomShelby,,"RT @DBrown99944: ""We've created a fantastic life here in California.. and by the way, it's beautiful, America's a great place to live."" --…"
417,PeteWMarshall,London... ish,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
418,carmecita143,USA,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
419,dolphinkrishna,Barbados🇧🇧,"Love, love, love #Harry's book - #Spare
The pain of grief resonates throughout &amp; the great love for his wonderful mother #Diana"
420,musamukiibi5,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
421,Patrici81460203,,"RT @CourierBoyUK: #CharlesAndCamilla weren’t always the Sun’s favourites 🤣

#HarryTheInterview #PrinceHarry #PrinceHarryMemoir #Spare https…"
422,FreshPhunky,Ask Carmen Sandiego,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
423,dmcf58,,RT @TudorChick1501: It’s becoming glaringly obvious that some people prefer a quiet prince involved in underage sex trafficking than a voca…
424,BackQe,,RT @colbertlateshow: #Colbert and the #Spare. See you tonight! https://t.co/yiPXp5YkQg
425,Anastas71068118,,"RT @tiny_toff: #Spare #PrinceHarryExposed
Harry admits that ""His truth"" is NOT the truth, but says we should believe it anyway, because tha…"
426,TheOnly_MG,Ya Dreams,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
427,cklovexoxo,,"RT @PearlKadupul: Introducing CinderFella, 5th in line to the 👑 and the bloke was drying laundry on his radiators before #MeghanMarkle from…"
428,mayrabella101,"New York, New York",RT @MeghanMood: Just wait until Prince Harry wins an Audie and a Grammy for #Spare. https://t.co/oedhUUPeOL
429,Leesh_ACAB,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
430,KevinGoblin,"South East, England",RT @ArchLiliHazMeg: James O'Brien‘s reaction to Prince Harry’s memoir #Spare selling 1.4M copies in a day has me in tears 🤣🤣🤣🤣 #Congratulat…
431,N3LTR0N,London,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
432,Bubbaballoon,"Belfast, Northern Ireland",@hrrysgreysuit I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harry has… https://t.co/ZccvJYVtKy
433,AishaRaihanna,,RT @dazzlegal: Congratulations Prince Harry on your fastest selling memoir #Spare . I've just started it yesterday and I'm really enjoying…
434,lilmizzheidi,,"RT @docrussjackson: “I didn’t care for Rupert Murdoch’s politics, which were just to the right of the Taliban’s.” - Harry.
#Spare"
435,ianjohnston63,Hampshire,"RT @NicsuPR: According to the #ToxicBritishMedia, #Spare is an all out attack by #PrinceHarry against the #RoyalFamily when, in fact, his s…"
436,TatuTHIRD3,"Manchester, England","RT @wiseardua: Congratulations Prince Harry on your best selling memoir. 🎉🎉🎉
The truth shall set you free. 🙏🏽 Thoroughly enjoying hearing H…"
437,rockaddict420,"Annapolis, MD USA","RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
438,Bookie52Nancy,florida keys,"RT @Freedom16356531: #PrinceHarry we can tell which parts of #Spare is written by a woman, it’s very obvious. 

#SpareUs is how #MeghanMark…"
439,Meln3533,,"RT @SophieCaligirl: 🔥🔥🔥🔥🔥😱This story below is about #PrinceHarry and two alleged victims of his abuse, one in the UK and one recent inciden…"
440,anxietyridden82, ealing. london. uk. eu,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
441,Patrici81460203,,"RT @LPrivileged: Whatever you do, don’t go buy #Spare to annoy 
#ToxicBritishMedia 

or if youre pro …
#AbolishTheMonachy 

(go buy it, sen…"
442,beyondbrighton,USA,"RT @Freedom16356531: People in #America have had enough 🇺🇸 

#HarryisaBackstabbingLiar #Spare
#PrinceHarry #HarryandMeghan #HarryHasGoneMad…"
443,rositachang103,,"RT @Freedom16356531: They’ve solved the toilet paper crisis, you will now find #Spare in the toiletries section 🤣

#SparebyPrinceHarry #Toi…"
444,brewerelac,UK,"RT @canttbetamedg: If the #ToxicBritishMedia weren't so busy bashing Meghan, they may have noticed that Pope Francis promoted priests who c…"
445,SheCometh,,RT @ingek73: Meghan bought lamps and space heaters for the staff in their dark&amp;cold offices WITH HER OWN CREDITCARD?!?! Harry I love you bu…
446,cklovexoxo,,"RT @MissWrite: The British Media seems to think they own the narrative, but boy does Harry now own them. #spare #PrinceHarrySpare"
447,jaxstars,"Edgworth, England",I am listening to the #harry autobiography #spare and the funniest thing so far is the fact the Princess Margaret g… https://t.co/vW8FtGOnC4
448,danielle_binks,"Melbourne, Australia","lol, giving airtime to this bitter blonde who *checks notes* isn’t in the book? He’d admit to a frostbitten todger,… https://t.co/P2pljd5IW0"
449,Mipela1,Jervis Bay . OZ,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
450,lilmizzheidi,,"RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
451,Ennyls,,RT @surprisemfkerz: The lengths the #BritishMedia go to trying to discredit #PrinceHarrry when they themselves were happy to report he boug…
452,JamesKM90,,"RT @jasonrector: Also, if you’re more mad at Prince Harry writing a book than Prince Andrew being a pedophile, check yourself. #Spare"
453,Patrici81460203,,RT @JaynieAdams: Almost halfway through #Spare. The media has taken all the context away for sensationalism proving Harry and Meghan’s poin…
454,JamesKM90,,RT @helenmallam: It’s quite lovely sitting with a brandy and watching in real time as ‘Queen’ consort Camilla’s reputation goes swirling do…
455,desm7496,"Michigan, USA",RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
456,aircraftwoman,norwich,"RT @ramonagusta: What kind person sits and reads a 400+ page whinge? 🤔

#Spare  #ShutUpHarryAndMeghan"
457,ianjohnston63,Hampshire,"RT @Judyinrichmond: Media: we don’t get briefed by the palace, Harry is talking 💩

Also Media: 👇🏾👀

#ToxicBritishMedia #spare #HarryTheInte…"
458,JamesKM90,,RT @TudorChick1501: It’s becoming glaringly obvious that some people prefer a quiet prince involved in underage sex trafficking than a voca…
459,Ware15Sherry,,RT @newbiesunflower: SPARE by Prince Harry📕👑 Out Now #Spare #PrinceHarry https://t.co/3qS30qXPuP
460,Mogz169,,"RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
461,KiwiJeni,,RT @Freedom16356531: #LadyC says there is a reason why #BuckinghamPalace press office exists. They have battled the media many times for #P…
462,jw_karma,,"RT @royal_suitor: “The Duke of Sussex's autobiography is the fastest-selling non-fiction book ever, recording figures of 400,000 copies so…"
463,HelenquLD,"Hatfield, Herts",RT @royal_suitor: #Prince Harry’s appearance on @ColbertLateShow scored the largest weeknight audience for the show in more than 2 years wi…
464,yosshee,,RT @rjmyers: The Prince and Princess of Wales are back to work and in Merseyside today after days of explosive claims from Prince Harry's m…
465,TheFloWilliams,"Lagos, Nigeria",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
466,canttbetamedg,,"If the #ToxicBritishMedia weren't so busy bashing Meghan, they may have noticed that Pope Francis promoted priests… https://t.co/g91lDp5oZM"
467,DarinaKK,,"RT @Freedom16356531: #PrinceHarry we can tell which parts of #Spare is written by a woman, it’s very obvious. 

#SpareUs is how #MeghanMark…"
468,JamesKM90,,"RT @royal_suitor: According to Penguin Random House, “the book has smashed all records for any 1st-day nonfiction book sale it had ever put…"
469,MaidQuitNoChef,"Los Angeles, CA","That she traumatized an innocent 3 year old by purposely attacking her self esteem is repugnant, unforgivable and b… https://t.co/WU4UpFHnGD"
470,QwiXuxMuffin,,"""In some ways he was my mirror, in some ways he was my opposite. My beloved brother. My arch nemesis."" Oh, so we al… https://t.co/fICZlR2iHg"
471,KirstyL20293714,"South East, England","RT @kahilcartoons: When MKahil drew Diana &amp; Charles in the 80's / 90's 
/ ARCHIVES / Mahmoud Kahil Award 
 #britishroyals #PrinceHarryInter…"
472,williamgpaton,North Fife,"RT @TribesBritannia: Meghan Markle fans are furious that it’s been exposed that Doria Ragland was a drug dealer. 

#Spare"
473,LevinLush,,"RT @byetwit: Just remember the pearl clutchers who are ""shocked"" by the revelations  in #PrinceHarry's moving memoir-#Spare 

weren't ""shoc…"
474,sugarfruit1014,,RT @MicheleALeach: Absolutely agree. They are nauseating. #Spare #ShutUpHarryAndMeghan #HarryandMeghanExposed #HarryisaBackstabbingLiar
475,Denise60453315,,"RT @JoDivaRunner: Please continue to participate in our online book release party, and help us congratulate Harry on having an instant best…"
476,minxymartin,"Oxford, UK","RT @HartDaisy1: @Independent Well done for proving everything Prince Harry said about the British media!

You should be ashamed of yourselv…"
477,Bubbaballoon,"Belfast, Northern Ireland",@Plymouth_Live I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince Harry has… https://t.co/EOl0pXKLvT
478,KatieMaryBaum,"London, England",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
479,gigi112803,,"RT @SophieCaligirl: 🔥🔥🔥🔥🔥😱This story below is about #PrinceHarry and two alleged victims of his abuse, one in the UK and one recent inciden…"
480,tobyvandre,Wi. Riverrat,RT @royal_suitor: Of course he found the @colbertlateshow audience member during the break and gave her a hug. This is Prince Harry. 🤗 #Spa…
481,lynnj8110,"England, United Kingdom","RT @byetwit: King Charles cut Prince Harry's security, then gave him a recommendation for a firm that wanted 6million a year. Why?
1.Charle…"
482,anfield_north,,"RT @colbertlateshow: ""Without a doubt, the most dangerous lie that they have told, is that I somehow boasted about the number of people I k…"
483,Nisaalink,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
484,dino_mahoney,UK/ Greece/ Hong Kong,"RT @jasonrector: Also, if you’re more mad at Prince Harry writing a book than Prince Andrew being a pedophile, check yourself. #Spare"
485,JamesKM90,,"RT @cillahope_: Harry actually wrote ""The atmosphere was almost as woeful as Camilla's cooking""

I had to put the book down and catch my br…"
486,Chester_16_11,,"RT @NicsuPR: According to the #ToxicBritishMedia, #Spare is an all out attack by #PrinceHarry against the #RoyalFamily when, in fact, his s…"
487,SansomShelby,,"RT @loisbeckett: There’s currently a wait list of 2,263 people who have placed a hold for #Spare at the Los Angeles public library. The est…"
488,Denise60453315,,RT @JoDivaRunner: Who else but Prince Harry can get you to buy the hard copy and the audiobook? #Spare #PrinceHarryMemoir https://t.co/cunD…
489,dino_mahoney,UK/ Greece/ Hong Kong,"RT @PeterTatchell: Rising public anger over royal family's back-stabbing, dishonesty, racism, misogyny, elitism &amp; extreme wealth may underm…"
490,Ennyls,,RT @helenmallam: It’s quite lovely sitting with a brandy and watching in real time as ‘Queen’ consort Camilla’s reputation goes swirling do…
491,maej43,Toronto,They’re leaking their own conversations here. How do they not see how this works? Smdh. #Spare https://t.co/c5RUZarYJe
492,aircraftwoman,norwich,"RT @Stefie0611: H&amp;M this is what real work looks like! 
#ShutUpHarryAndMeghan #Spare us!"
493,munyachawawa,"London, England",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
494,Patrici81460203,,"RT @Caro_Alexandra7: I recommend reading this simultaneously with the audio book for ultimate reading experience.👌🤩
#loveharry #spare https…"
495,CartierFace,,RT @MeghanMood: “Kate had other problems with the way Meg was planning her wedding.” -Prince Harry in #Spare https://t.co/CnpmecEt1a
496,Denise60453315,,"RT @AmbikQueen: #GoodKingHarry look so damn fine🔥❤️ #Spare 

Prince Harry Tells PEOPLE: 'Spare' Is a Raw Account of the 'Good, the Bad and…"
497,thejunebugfreak,East Africa,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
498,Ennyls,,"RT @NicsuPR: … “I couldn’t think of a single human being in the 300,000 year history of the species who’d done more damage to our collectiv…"
499,alegrafitzgera1,,"RT @SussexsquadP: Finished #Spare. My tears, barely kept at bay, from the 1st word to the end when Harry insisted on bringing Lili into the…"
500,JeantyGuilene,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
501,dawimwi,global citizen,Is there a kind Sussex squad that can send me a copy of #SparePrinceHarry I walked to my nearest text book center a… https://t.co/WYsTF6T3sW
502,dino_mahoney,UK/ Greece/ Hong Kong,RT @royal_suitor: #Prince Harry’s appearance on @ColbertLateShow scored the largest weeknight audience for the show in more than 2 years wi…
503,Forestmomma,United Kingdom,RT @ingek73: Meghan bought lamps and space heaters for the staff in their dark&amp;cold offices WITH HER OWN CREDITCARD?!?! Harry I love you bu…
504,ianjohnston63,Hampshire,RT @DomajorReminor: #ToxicBritishMedia exposed &amp; stripped naked to the point of being powerless. Prince Harry #Spare sold more than all the…
505,BristolBirrd,,RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
506,WalksCycleGrow,"Stockbridge, England",RT @royal_suitor: Yes Prince Harry really shopped at TK Maxx. This is similar to the story about his military service. What was a tabloid e…
507,Igbinflr,,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
508,nuahsnageek,"North Lanarkshire, Scotland","RT @DBrown99944: So in his zeal to find veterans to bash #PrinceHarry chief stalker, Piers Morgan brought on none other than the man who ki…"
509,Richard14786925,,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
510,happybrowngirl,"Atlanta, GA",RT @munyachawawa: A moment of silence for the sound engineer who recorded Prince Harry's audiobook 😳🫣 #princeharry #spare https://t.co/JFgg…
511,Patrici81460203,,"RT @bluelays1: Harry did write some sweet things about getting to know Kate and wanting to make her laugh, and his excitement to be with Ge…"
512,surprisemfkerz,,The lengths the #BritishMedia go to trying to discredit #PrinceHarrry when they themselves were happy to report he… https://t.co/7g0DImlm4D
513,SharonAndrea,,"RT @royal_suitor: TKMaxx: We don’t do sales. 

TK Maxx: Hope you’re loving the January sales. Don’t miss our clearance items.

Ain’t you ti…"
514,salvalente11,,"RT @p_candelaresi: Ahahahahahah, mi hanno girato questa foto. I librai inglesi hanno colto lo spirito di Harry e lo hanno portato in vetrin…"
515,nakialife,"Virginia Beach, VA","RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
516,1005Mike,,"RT @WillsWindsor: Due to the success of #Spare I will also be publishing my memoir titled #Hair detailing my familiar scowl, my alarming ba…"
517,Dee43521705,,"RT @MissWrite: The British Media seems to think they own the narrative, but boy does Harry now own them. #spare #PrinceHarrySpare"
518,laurein45696501,,"RT @KarahFrancis: I’m speechless! The defamation against Meghan is beyond grotesque, the revelations get filthier with every layer, I’m act…"
519,lifeofchlo,,RT @Gabsxo3: One of the small revelations in #Spare that i thought were very sweet was that the spencers offered meghan one of their tiara’…
520,Mad_Houri,,"This is hilarious 😂😭😭😭
#PrinceHarry #Spare https://t.co/qCDuG53ojm"
521,AllexmarieHoll1,,"RT @Freedom16356531: Selfish, ungrateful and disingenuous!

When he doesn’t know the cameras are watching the true #PrinceHarry stands up 😶…"
522,Obsolete_LG,,"RT @RobertoAvventu2: #Meloni #niccolò #HarryPotter #chiaraferragni #Spare #patriziacavalli  #uffizi 

I vaccini sono la chiave essenziale,…"
523,glondon2015,United kingdom,RT @ArchLiliHazMeg: James O'Brien‘s reaction to Prince Harry’s memoir #Spare selling 1.4M copies in a day has me in tears 🤣🤣🤣🤣 #Congratulat…
524,jw_karma,,RT @colbertlateshow: #Colbert and the #Spare. See you tonight! https://t.co/yiPXp5YkQg
525,shawrls,"Texas, USA",RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
526,Craziepillz,Switzerland,@TheWantonWench #spare
527,Denise60453315,,RT @brewerelac: Why did take me so long to mute Piers Moron? Twitter is better now! Congratulations Prince Harry! #Spare has become the fas…
528,lilmizzheidi,,"RT @susanamet: Harry on Murdoch

""I couldn’t think of a single human being in the 300,000-year history of the species who’d done more damag…"
529,jw_karma,,RT @colbertlateshow: Prince Harry tells #Colbert serving in the Army for 10 years helped him find his purpose: “A purpose greater than myse…
530,Doddieisblessed,"Anchorage, AK & Nevada,  USA",RT @helenmallam: It’s quite lovely sitting with a brandy and watching in real time as ‘Queen’ consort Camilla’s reputation goes swirling do…
531,Patrici81460203,,"RT @Judyinrichmond: Prince Harry is NOT HERE TO PLAY #REHABBERKOOKS #Spare #ToxicBritishMedia 

https://t.co/elYQes9QCd"
532,KimberDJ,,"RT @anna_itsonlyme: WTF 😡 ?! We all know about the #PrincessofWales throwing a tantrum about bridesmaids dresses, having the nerve to call…"
533,Marta1341Marta,,RT @Chatity8: I like the audio book more. He read it perfectly. It doesn't even sound like he is reading.  It's like he is in front of me t…
534,Ennyls,,"RT @Mediaguy19: The Independent now has Geordie Creig as editor, royal insider and close friend of Camilla and former editor of the Daily M…"
535,Patrici81460203,,RT @operabinoculars: #JustSaying interesting who is the one with the security #Spare https://t.co/enkpEage2T
536,lifeofchlo,,"RT @ArchLiliHazMeg: “I actually really genuinely thought at the beginning of my relationship that, should this go the distance and we have…"
537,SharonAndrea,,"RT @Erikk_the_Dane2: More proof that Harry was abused, neglected, and left to fend for himself. His father and brother only wanted him arou…"
538,jade_obscure,The True North,Every single comment on this December 21 tweet from TKMaxx UK was added in the last few hours 🤣 And each comment ca… https://t.co/ZcDOl7soDB
539,pepsispears,"she/her, 20","RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
540,KarryMooreFergu,Kuala Lumpur Malaysia,RT @SweetCarmel77: @PopCrave Prince Harry is talking &amp; doing what he want to do unlike Prince William who can’t do anything without permiss…
541,MonroeG5,SEATTLE WA,"RT @ArchewellBaby: The TK Maxx thing might seem  trivial or a distraction, but it's really not. It's just one more thing that shows what Pr…"
542,Mad_Houri,,"RT @nomoremonarchs: William &amp; Kate are putting ""a spotlight"" on mental health today. They pretend to care &amp; tell people to get help. But th…"
543,Patrici81460203,,"RT @ArtistCathayD: The royal’s response to Harry’s book #SPARE is laughable…

We are not speaking or seeing Harry because what we say “will…"
544,Ennyls,,"RT @jade_obscure: Well, the the #TKMaxx UK Retail Director's LinkedIn pic is ... one of him with #KingCharlesTheCruel 😂. And TK Maxx are in…"
545,scrappywaffles,DFW 🇺🇲,RT @MrMaximilan: #GoodKingHarry #Spare https://t.co/lLYp35J0qY
546,soletiole2912,,"RT @alegrafitzgera1: I know this sounds quite mad, but I want to say to Harry and Meghan if you ever find yourself in a situation where it’…"
547,MLKCL2010,"London, England",RT @ArchHazLiliMeg: “Have a quick look at the reaction he got on this late show last night”😂😂😂 #Spare #PrinceHarry https://t.co/IinDmSttMr
548,suetownsend91,,"RT @SophieCaligirl: 🔥🔥🔥🔥🔥😱This story below is about #PrinceHarry and two alleged victims of his abuse, one in the UK and one recent inciden…"
549,dino_mahoney,UK/ Greece/ Hong Kong,RT @yoon_strawberry: I gained more respect and admiration for Prince Harry after reading #Spare. I have yet to finish the book but so far w…
550,KatrinKemmler1,"Bouches-du-Rhône, Provence-Alpes-Côte d'Azur","Support for Harry from France. Get it translated, dear Royal industry. When I read #Spare it sounded familiar. I  l… https://t.co/11vTw7vxnu"
551,JewelWo80855855,,RT @royal_suitor: ““Before I could even take them out of the box I had people coming into the store looking for copies.” Mulroney said they…
552,Beaurive,Dominica,RT @totallyninja: The fact that bottom feeders like Piers Morgan and Megyn Kelly are both working ovetime on the rage train against Harry a…
553,teresajhol,,"RT @byetwit: Just remember the pearl clutchers who are ""shocked"" by the revelations  in #PrinceHarry's moving memoir-#Spare 

weren't ""shoc…"
554,Bubbaballoon,"Belfast, Northern Ireland",@GBNEWS @beverleyturner I am glad #Spare has been so successful.  Now over 1.4million people can read what Prince H… https://t.co/LMcSbxRPfL
555,Yorkshire1st,"Barnsley, England","RT @TribesBritannia: Meghan Markle fans are furious that it’s been exposed that Doria Ragland was a drug dealer. 

#Spare"
556,dino_mahoney,UK/ Greece/ Hong Kong,RT @TudorChick1501: It’s becoming glaringly obvious that some people prefer a quiet prince involved in underage sex trafficking than a voca…
557,madgedam,Global Citizen,"RT @nomoremonarchs: How #propaganda operates

The poll offers a superficial choice about a detail of the coronation, instead of asking whet…"
558,CoolBlueShelby,"Las Vegas, NV",My book arrived!! #spare I can't wait to read it!! #SparePrinceHarry 😊 📚 https://t.co/x95TXenb1z
559,TonySimoesdaSi1,"Exeter, England","RT @loisbeckett: There’s currently a wait list of 2,263 people who have placed a hold for #Spare at the Los Angeles public library. The est…"
560,Chinasa_Beata,,"Selling 1.4 million copies on it's first day, #SparebyPrinceHarry  makes the biggest sell in first day total of a n… https://t.co/J4NjdiO1Va"
